roundid,formula1,formula2,formula3,formula4,result
1703088901.8614938,B,B,Null,B,Player A
1704249495.9749465,B,A,A,B,Player B
1704058326.2667632,B,A,B,B,Player A
1704043224.2090716,B,A,B,B,Player B
1703122105.380594,B,B,Null,B,Player A
1702804613.9581923,B,A,A,B,Player A
1703916720.1043043,B,A,B,B,Player A
1703995342.4823864,A,A,Null,B,Player B
1703231695.627472,B,A,A,B,Player B
1704170663.1971807,B,B,Null,B,Player A
1704352222.093136,B,A,B,B,Player B
1703127253.0360641,B,A,A,B,Player B
1703640859.8902059,A,A,Null,B,Player A
1703396017.787856,B,A,A,B,Player B
1703642491.378249,B,A,A,B,Player A
1702640598.0718746,B,A,Null,B,Player B
1703530030.5574896,B,B,Null,B,Player B
1703320399.9604063,B,A,A,B,Player B
1704303593.902267,B,A,A,B,Player B
1703245189.266721,B,B,Null,B,Player A
1703725492.2681456,B,B,Null,B,Player A
1704264767.3537822,B,A,Null,A,Player A
1703283461.1246006,B,A,Null,B,Player B
1703227013.2496502,B,A,Null,B,Player A
1704211801.6160345,B,B,Null,B,Player A
1703930987.1405299,B,A,Null,A,Player B
1703077213.8353984,B,A,Null,B,Player B
1704317296.8017085,B,B,Null,B,Player B
1704062052.777278,B,B,Null,B,Player A
1703804954.7889712,B,B,Null,B,Player A
1703028060.2512898,B,A,B,B,Player B
1703671451.1278353,A,A,Null,B,Player A
1703508692.7564688,B,A,Null,A,Player B
1704217430.264361,B,B,Null,B,Player B
1703812354.7362964,B,A,Null,B,Player B
1702832404.6970358,B,A,B,B,Player A
1704320883.9989786,B,A,Null,B,Player A
1703728943.6708345,B,B,Null,B,Player B
1704314129.4250948,B,A,Null,B,Player B
1703066922.155479,B,A,Null,B,Player B
1704105535.6324854,B,A,A,B,Player A
1704039380.566394,B,A,B,B,Player A
1703010568.2936373,B,A,Null,B,Player B
1702927386.8890975,B,A,Null,B,Player A
1703547340.855642,A,A,Null,B,Player A
1703950130.0746136,B,B,Null,B,Player B
1703256882.2261431,B,A,Null,B,Player B
1703063134.7726772,B,B,Null,B,Player A
1703826871.0482073,A,A,Null,B,Player A
1702935842.5987144,A,A,Null,A,Player A
1703597119.330427,B,A,A,B,Player B
1703775098.6666179,B,A,Null,B,Player A
1703473055.3331504,B,A,Null,B,Player B
1703315998.8665907,B,B,Null,B,Player A
1704325488.2116144,A,A,Null,A,Player B
1703703132.29106,B,A,Null,B,Player A
1703505928.953415,B,A,Null,B,Player B
1703301763.736104,B,A,Null,B,Player A
1702952388.600834,B,A,B,B,Player B
1703512975.0829463,B,A,A,B,Player B
1702983135.0451424,B,A,Null,B,Player B
1702936776.501025,B,B,Null,B,Player B
1703968906.218112,B,A,B,B,Player B
1703955274.0222032,B,B,Null,B,Player A
1703114778.1985526,B,A,Null,B,Player B
1703001288.3886042,A,A,Null,B,Player A
1704295172.9203718,B,B,Null,B,Player A
1704049524.7590551,B,A,Null,B,Player B
1703378945.7023754,B,B,Null,B,Player A
1703368447.364874,B,B,Null,B,Player A
1703699256.1895204,B,A,Null,B,Player B
1703908763.4004164,B,A,Null,B,Player A
1703739940.809848,A,A,Null,B,Player A
1703115478.507827,B,B,Null,B,Player A
1704343586.6618545,B,A,B,B,Player B
1702794065.6479237,B,A,Null,B,Player A
1702624140.9347527,B,A,B,B,Player B
1703611471.4630215,A,A,Null,B,Player B
1703553920.137033,B,A,Null,A,Player A
1703143181.2110817,B,A,Null,B,Player A
1703772100.898791,B,A,Null,B,Player B
1703765561.3989449,B,B,Null,B,Player A
1704163804.8191142,A,A,Null,B,Player B
1703158789.3479517,B,A,Null,B,Player B
1703486397.4809368,B,A,Null,B,Player B
1702854131.4385269,B,A,A,B,Player A
1703705925.2201371,B,A,Null,B,Player A
1703616658.8938978,B,B,Null,B,Player B
1703809230.5606265,B,B,Null,B,Player A
1703413495.354812,B,A,A,B,Player A
1702895708.4798913,B,A,Null,B,Player A
1702866944.191482,A,A,Null,B,Player B
1703646612.9432783,B,B,Null,B,Player A
1704113168.2935774,B,A,B,B,Player A
1703124096.9933026,B,A,Null,B,Player A
1703021687.6275012,B,B,Null,B,Player B
1702794813.5474641,B,A,A,B,Player B
1703531126.5474048,A,A,Null,B,Player A
1702780192.1973088,B,A,Null,A,Player B
1703054320.1005416,B,A,B,B,Player A
1702867820.2926807,B,A,B,B,Player A
1703616492.4919388,B,A,Null,A,Player B
1703031783.509239,B,A,Null,B,Player B
1703950778.3414907,B,B,Null,B,Player B
1703725732.7304008,B,A,Null,B,Player A
1703901757.6170712,B,A,A,B,Player A
1704257990.270787,B,B,Null,B,Player B
1703224722.990914,B,A,B,B,Player B
1703631951.4728754,B,A,A,B,Player A
1704092434.622067,B,B,Null,B,Player A
1703909279.906209,B,A,A,B,Player A
1704025907.2962506,B,A,Null,B,Player B
1702950205.905233,B,A,Null,A,Player B
1704176098.1299238,B,B,Null,B,Player B
1703399543.9122202,B,A,Null,B,Player A
1703283215.6455154,B,A,A,B,Player A
1703796774.8887641,B,B,Null,B,Player A
1703878170.6151628,B,A,Null,B,Player B
1703277166.8469598,B,A,B,B,Player A
1702625066.5193064,A,A,Null,B,Player B
1703605010.3370938,B,B,Null,B,Player A
1704283121.6789868,B,A,Null,B,Player A
1702936210.3235724,B,A,Null,B,Player B
1703675602.7989833,B,A,Null,A,Player A
1702977410.7156634,B,B,Null,B,Player A
1703350946.4378166,A,A,Null,A,Player B
1702863887.1800675,B,A,Null,B,Player B
1703783854.9884014,B,B,Null,B,Player B
1703116307.3321588,B,A,Null,A,Player A
1704037245.9484816,B,B,Null,B,Player A
1703043768.1255584,A,A,Null,B,Player A
1703758693.717713,A,A,Null,B,Player A
1703281507.8519332,B,B,Null,B,Player A
1702878552.1786811,B,A,Null,A,Player A
1703957079.1757853,A,A,Null,B,Player A
1703817123.0897186,B,A,Null,B,Player B
1702815122.0479445,B,A,B,B,Player A
1702892978.6887794,B,B,Null,B,Player B
1704216707.785831,B,A,Null,B,Player A
1703656715.9497666,B,A,Null,A,Player A
1703158027.4084878,B,B,Null,B,Player B
1704360096.3323789,B,B,Null,B,Player B
1703483151.514659,A,A,Null,B,Player A
1703640779.417461,B,A,A,B,Player B
1702909843.2357137,B,A,Null,B,Player B
1703939592.9154098,B,B,Null,B,Player A
1702952130.7389164,B,A,Null,B,Player A
1704175006.297135,B,A,Null,B,Player A
1703903785.9576738,B,B,Null,B,Player B
1703189624.6844544,A,A,Null,A,Player A
1704279897.9340992,B,A,A,B,Player A
1703424544.4350097,B,A,Null,B,Player A
1703417856.6904807,B,B,Null,B,Player B
1703721265.1282167,B,B,Null,B,Player B
1703377461.4118285,B,B,Null,B,Player B
1704190767.0634637,B,A,Null,B,Player B
1703845928.0249164,A,A,Null,B,Player A
1703466228.1182854,B,A,B,B,Player B
1702834430.0533261,B,B,Null,B,Player A
1704274145.8677986,B,A,Null,B,Player B
1703108543.6967041,B,B,Null,B,Player B
1703904266.330907,B,A,B,B,Player B
1703100165.6485918,B,B,Null,B,Player A
1703951695.6295657,A,A,Null,B,Player B
1703400805.2182136,B,B,Null,B,Player B
1704302835.6452098,B,A,A,B,Player B
1704061590.9829826,B,A,Null,B,Player A
1702795669.3971903,B,B,Null,B,Player B
1704169559.3871696,B,A,A,B,Player A
1702876488.292816,B,A,B,B,Player A
1703096363.1828732,B,B,Null,B,Player A
1703753158.7864387,B,B,Null,B,Player B
1703623461.1783679,B,A,Null,B,Player B
1702953907.5118163,B,B,Null,B,Player A
1703915597.2866364,B,A,Null,B,Player B
1702885531.92919,A,A,Null,B,Player A
1704030273.1519399,A,A,Null,A,Player B
1703651816.6808226,B,A,Null,B,Player B
1703529283.2372541,B,B,Null,B,Player A
1703166965.6286137,B,A,Null,B,Player B
1703478121.091306,B,A,Null,B,Player B
1702966204.3013058,B,A,B,B,Player A
1703925182.7003217,B,A,Null,B,Player B
1703296460.2492971,B,A,Null,B,Player A
1703544462.4075332,B,A,B,B,Player A
1703876486.4421432,B,A,B,B,Player B
1703566969.5481849,B,B,Null,B,Player B
1703026708.5385125,B,A,B,B,Player A
1703291603.5536704,B,A,Null,B,Player B
1703890231.6815207,B,A,A,B,Player A
1703758296.8686125,B,B,Null,B,Player A
1704349245.8354063,B,B,Null,B,Player B
1704345668.2396276,B,A,B,B,Player A
1703316964.7229958,B,A,B,B,Player B
1704276698.2442207,B,B,Null,B,Player B
1702881022.9647393,B,A,Null,B,Player A
1703913953.6473272,B,A,A,B,Player A
1703484357.37549,B,A,A,B,Player A
1702780099.6280153,A,A,Null,B,Player A
1703314659.2218697,A,A,Null,B,Player B
1703190340.8450193,B,A,Null,B,Player B
1703128006.5018709,B,A,B,B,Player B
1703509984.2075453,B,A,Null,B,Player A
1703124587.971313,B,A,Null,B,Player B
1702872284.0816858,B,A,B,B,Player A
1703782520.2879922,A,A,Null,A,Player A
1703017826.9720743,B,A,B,B,Player B
1702701494.653467,B,B,Null,B,Player B
1703422596.9644427,B,B,Null,B,Player B
1703485589.6710198,B,B,Null,B,Player A
1703687062.3889854,B,A,B,B,Player B
1703490978.1767483,B,B,Null,B,Player B
1703234698.0258114,B,B,Null,B,Player A
1703099762.7925637,B,A,Null,B,Player B
1702798558.6087353,B,A,Null,B,Player A
1703187621.0644233,B,A,Null,A,Player B
1703399707.321552,B,B,Null,B,Player B
1703827533.966179,A,A,Null,B,Player A
1703572578.2311318,B,B,Null,B,Player A
1702862591.3674731,A,A,Null,B,Player B
1703955909.8663993,B,A,Null,B,Player A
1703461102.4229069,B,A,B,B,Player A
1702864160.505297,B,A,Null,B,Player A
1703273333.2096543,B,A,A,B,Player B
1703110162.0581608,A,A,Null,B,Player B
1704300323.4322658,B,B,Null,B,Player A
1703127347.9180944,B,A,Null,A,Player A
1702899982.8512142,A,A,Null,B,Player B
1703599785.1006386,B,A,Null,B,Player A
1704352961.4125278,B,B,Null,B,Player B
1703058782.8076353,B,A,Null,B,Player A
1703518972.230707,B,B,Null,B,Player B
1704353814.7457361,B,B,Null,B,Player A
1704104689.1347187,B,B,Null,B,Player A
1703002970.467666,B,A,Null,A,Player B
1703512216.2991931,B,A,Null,B,Player B
1703210808.7328515,B,A,Null,B,Player A
1703160218.975343,B,B,Null,B,Player A
1703164013.523486,B,A,Null,B,Player B
1704190607.5850194,B,B,Null,B,Player A
1704033131.8042645,B,A,A,B,Player A
1703964252.79144,B,A,Null,A,Player B
1703312307.260112,B,B,Null,B,Player A
1704220344.8259888,A,A,Null,A,Player A
1703655883.067282,B,A,Null,B,Player A
1703048910.2717626,B,A,Null,B,Player B
1702796423.7788305,B,B,Null,B,Player B
1703135626.497765,B,A,B,B,Player A
1702931652.6654842,B,A,Null,B,Player B
1703731865.2766726,B,A,Null,B,Player A
1703191631.7442498,B,A,A,B,Player A
1703954062.8834455,B,A,Null,A,Player A
1703659679.7690954,B,A,A,B,Player A
1703753062.8907394,B,A,B,B,Player A
1703726633.3089128,B,A,Null,B,Player A
1703485340.655055,B,A,Null,A,Player A
1703060733.8498342,B,A,Null,B,Player B
1704338412.7704546,B,A,Null,B,Player A
1703468169.7008224,B,A,Null,B,Player A
1702827148.2684937,B,A,Null,B,Player B
1704269194.2081528,B,A,Null,B,Player B
1703639161.040016,B,B,Null,B,Player A
1702804708.3843105,B,A,B,B,Player A
1704174089.2945867,B,B,Null,B,Player A
1704154636.008873,B,A,Null,B,Player B
1703815201.9123087,B,B,Null,B,Player A
1702853853.0310128,B,A,Null,B,Player B
1704206099.8810577,A,A,Null,A,Player B
1703085827.6742444,B,A,Null,A,Player B
1702872612.0610912,B,B,Null,B,Player A
1702955860.8269534,B,A,B,B,Player B
1702862680.7470036,B,A,B,B,Player B
1702960376.9615316,B,B,Null,B,Player A
1704130925.16714,B,B,Null,B,Player A
1702796010.0189102,B,A,Null,B,Player B
1702979227.4319966,B,A,Null,A,Player B
1704134651.1103108,B,A,Null,B,Player B
1702849985.271176,B,B,Null,B,Player A
1703965146.3320117,B,A,Null,B,Player B
1703787451.2207582,B,A,Null,B,Player A
1703849766.839104,A,A,Null,B,Player A
1704207096.098449,B,B,Null,B,Player A
1703957680.869371,B,A,Null,B,Player A
1702988967.6717522,B,A,Null,A,Player A
1703265901.4026868,B,A,Null,B,Player A
1703776116.80769,B,B,Null,B,Player B
1703509502.3681262,A,A,Null,B,Player B
1703377625.8991532,B,B,Null,B,Player A
1703400639.5576708,B,A,Null,B,Player A
1703719775.9663825,B,A,A,B,Player B
1703310396.3837664,B,A,Null,B,Player B
1703978808.112581,B,A,B,B,Player B
1703240025.3678474,B,B,Null,B,Player A
1702785271.8713646,B,A,Null,B,Player B
1703926622.402921,B,A,B,B,Player A
1703814780.0167592,B,A,B,B,Player A
1702992261.3841128,B,A,Null,B,Player B
1703780695.2045472,B,A,A,B,Player B
1703859241.3812518,B,B,Null,B,Player B
1703476465.687908,B,A,Null,B,Player A
1703287199.3921402,B,A,Null,B,Player B
1702781644.5748408,A,A,Null,B,Player B
1702904843.9539104,B,A,Null,B,Player B
1704231418.1844935,B,A,Null,B,Player A
1703529195.4310462,B,A,Null,B,Player A
1703255598.4853942,B,A,Null,B,Player A
1703235218.711505,B,B,Null,B,Player B
1704030442.6048844,A,A,Null,A,Player A
1703096447.5465288,B,A,Null,A,Player A
1703985609.6872485,B,B,Null,B,Player A
1703251918.362714,B,B,Null,B,Player A
1702934826.733999,B,A,Null,A,Player A
1703051171.5360067,B,A,A,B,Player A
1703133789.8977993,B,A,Null,B,Player B
1702806599.6537793,A,A,Null,B,Player B
1703848922.678896,B,A,B,B,Player A
1704086185.3587763,B,B,Null,B,Player A
1703370561.3853447,B,B,Null,B,Player B
1704078026.8235455,B,A,Null,A,Player B
1704258503.664871,B,A,Null,B,Player A
1702933508.0360417,B,A,Null,B,Player B
1703088085.7959638,B,B,Null,B,Player A
1702851802.2520149,B,A,B,B,Player B
1702909165.5706902,B,A,Null,B,Player A
1703111791.9634202,B,A,Null,B,Player B
1703335648.2190907,B,A,B,B,Player B
1704245077.0562882,B,A,Null,B,Player A
1704266066.6379192,B,A,B,B,Player A
1704354141.990571,B,A,Null,B,Player B
1703702400.3563561,B,A,B,B,Player B
1703272844.4229774,B,A,B,B,Player A
1703417217.446504,B,A,Null,B,Player B
1703397936.086157,B,A,Null,B,Player B
1704090453.3517468,B,A,Null,B,Player B
1704201373.7676966,B,A,Null,A,Player B
1703551414.0497067,B,B,Null,B,Player A
1704349515.802862,B,A,Null,B,Player B
1704311874.2228043,B,B,Null,B,Player B
1703679031.6207397,A,A,Null,B,Player A
1703937337.4952917,A,A,Null,B,Player B
1702790970.4923723,B,B,Null,B,Player A
1703980783.8435066,B,A,Null,A,Player B
1703089883.7077296,B,B,Null,B,Player B
1703618244.0683472,B,A,B,B,Player B
1703367338.6765602,B,A,Null,B,Player A
1702801576.857712,B,B,Null,B,Player A
1703973000.4246678,B,A,B,B,Player A
1703511673.7724807,B,A,A,B,Player A
1704180993.518862,B,A,Null,B,Player B
1702643215.8110378,B,A,A,B,Player B
1703353682.176342,A,A,Null,B,Player A
1703686669.386314,B,B,Null,B,Player A
1704334041.129646,B,A,Null,B,Player A
1703820570.6883235,B,A,Null,B,Player B
1704201618.9534714,B,B,Null,B,Player B
1703932918.6103067,B,B,Null,B,Player B
1703783350.6975043,B,B,Null,B,Player B
1703726352.2859392,B,B,Null,B,Player B
1702639593.258501,B,A,A,B,Player B
1702988033.214665,B,A,A,B,Player A
1704145632.021045,B,B,Null,B,Player B
1704181996.8867936,B,B,Null,B,Player B
1703538199.2623203,B,A,A,B,Player A
1703399204.5193887,B,A,B,B,Player B
1704305251.8068106,B,A,Null,B,Player B
1703787729.2181327,B,B,Null,B,Player B
1703115307.0570226,B,A,Null,B,Player B
1703281829.3386166,B,A,Null,A,Player B
1703324385.9466414,B,B,Null,B,Player B
1702917189.8016973,B,A,Null,B,Player B
1704286313.6747613,A,A,Null,B,Player B
1703189705.678824,B,A,Null,B,Player A
1703237809.2939427,B,B,Null,B,Player B
1703276709.9968002,B,A,Null,B,Player A
1704011627.3702862,B,A,Null,B,Player B
1703851191.4276154,B,A,A,B,Player A
1703337299.907456,B,A,A,B,Player B
1704315937.0628471,A,A,Null,B,Player A
1703376662.304597,B,A,Null,B,Player A
1704329884.309052,B,A,B,B,Player B
1703614057.7791033,A,A,Null,A,Player A
1703876736.6477451,B,A,Null,B,Player A
1703747785.9946842,B,A,Null,B,Player B
1703967004.6221519,B,A,Null,B,Player B
1704152047.9720366,B,A,Null,A,Player B
1704138987.6024265,B,B,Null,B,Player A
1704069596.4978428,B,A,Null,B,Player A
1703528350.1229937,B,A,Null,B,Player A
1704031628.0219243,B,A,B,B,Player B
1704344427.0284796,B,B,Null,B,Player B
1703979620.505626,A,A,Null,B,Player A
1703727474.694396,B,B,Null,B,Player A
1703722511.5836685,B,A,A,B,Player A
1703511756.7659843,B,B,Null,B,Player A
1703287572.0720143,B,B,Null,B,Player A
1703524042.6594727,B,A,B,B,Player B
1702821934.6715229,B,B,Null,B,Player A
1703803344.197686,A,A,Null,B,Player B
1704329718.613521,B,B,Null,B,Player A
1703292774.0071788,B,A,Null,A,Player A
1702969064.5614133,B,A,Null,A,Player B
1703952670.571173,B,A,Null,B,Player B
1703436500.7652013,B,A,Null,B,Player B
1703520919.1489296,B,A,A,B,Player B
1703393901.8516886,B,A,Null,B,Player B
1703009718.5868666,B,A,Null,A,Player B
1703333330.3487413,B,A,Null,B,Player B
1703258657.9816983,B,A,A,B,Player A
1704356244.7343335,B,A,Null,B,Player A
1703194414.6660888,B,A,Null,A,Player B
1703331384.953084,A,A,Null,B,Player B
1703024415.3703089,B,A,A,B,Player A
1704155945.7617903,B,B,Null,B,Player A
1703479333.2051997,A,A,Null,B,Player B
1702810210.7302792,B,B,Null,B,Player B
1703892067.836447,B,B,Null,B,Player B
1703711739.7748997,A,A,Null,B,Player B
1704237754.3864772,B,B,Null,B,Player B
1704284378.1562304,B,A,Null,B,Player B
1702883571.3198588,B,A,Null,A,Player B
1704176270.7972143,B,B,Null,B,Player B
1703055545.6168003,B,B,Null,B,Player A
1703990287.6758475,B,A,Null,B,Player A
1703695475.5347707,B,A,A,B,Player A
1704350888.8072317,B,A,Null,B,Player A
1703627413.0905144,B,A,Null,A,Player A
1703248888.870529,B,A,B,B,Player B
1703474520.5629287,B,A,B,B,Player A
1702901580.5279362,A,A,Null,B,Player A
1703287386.67314,B,A,B,B,Player B
1703918104.932148,A,A,Null,B,Player B
1703543879.4343286,B,A,Null,B,Player A
1703069892.0692887,B,B,Null,B,Player A
1702859655.273795,A,A,Null,B,Player A
1702797791.9073002,B,A,Null,B,Player A
1703090771.3354821,B,A,A,B,Player B
1703458603.3401735,B,A,Null,B,Player A
1703873201.770548,B,A,Null,B,Player B
1702915612.9047894,B,B,Null,B,Player A
1703906719.931798,B,A,A,B,Player A
1703593249.5198817,B,A,Null,B,Player A
1703870273.6095116,B,A,A,B,Player B
1703091746.8459883,B,A,B,B,Player A
1704332479.8652763,B,A,A,B,Player A
1703248406.497825,B,A,B,B,Player B
1702912627.989445,B,B,Null,B,Player A
1703444896.053937,B,A,Null,B,Player B
1703280992.3767564,B,A,Null,B,Player B
1703319745.742008,B,A,Null,B,Player A
1703486971.6347075,A,A,Null,B,Player A
1703217226.1687455,B,A,Null,A,Player B
1704339701.8395555,B,A,Null,A,Player A
1703398688.868982,A,A,Null,B,Player B
1703208874.833794,B,B,Null,B,Player B
1704034274.2690268,B,A,Null,B,Player B
1703535819.0919526,B,A,Null,B,Player B
1703734252.5631182,B,A,Null,B,Player A
1703479795.0104558,B,A,A,B,Player A
1703791088.620989,B,A,B,B,Player B
1702828086.6789014,B,A,B,B,Player A
1703891520.6287842,A,A,Null,B,Player B
1704087202.6575475,B,A,Null,B,Player A
1703223492.2946074,B,B,Null,B,Player A
1703679859.0118926,B,A,Null,B,Player A
1704155284.1022065,B,A,B,B,Player A
1703330641.4638846,B,A,Null,B,Player B
1703993743.534445,B,B,Null,B,Player A
1703945131.8503141,B,A,A,B,Player A
1703385999.3475702,B,A,Null,B,Player B
1704277334.365383,B,B,Null,B,Player A
1703570559.468537,A,A,Null,B,Player A
1703240113.2960732,B,A,A,B,Player B
1704050354.766611,B,A,Null,A,Player A
1704267693.061085,B,A,A,B,Player A
1703289264.9536717,B,A,Null,B,Player B
1703303097.6474252,B,A,A,B,Player A
1703831199.106517,A,A,Null,B,Player B
1703291944.6426737,B,A,Null,B,Player B
1704107070.5506568,B,A,Null,B,Player A
1703377948.0307248,A,A,Null,B,Player A
1703670471.2699513,A,A,Null,B,Player A
1703081057.8657775,A,A,Null,B,Player A
1703964876.8463776,B,B,Null,B,Player B
1703220352.94243,B,B,Null,B,Player A
1702821097.3946903,B,A,A,B,Player B
1704047893.3902147,B,A,A,B,Player B
1703823715.4505012,B,A,A,B,Player B
1703293678.29009,B,B,Null,B,Player B
1704263114.6034355,B,A,Null,A,Player A
1703887760.4452465,B,A,B,B,Player B
1704185434.0390933,B,A,Null,A,Player A
1703257660.2409713,B,A,Null,B,Player B
1703455479.3728056,B,A,A,B,Player B
1703620865.2561095,B,A,Null,B,Player A
1703721015.7394469,B,A,A,B,Player B
1704147610.6233337,B,A,Null,B,Player B
1703835737.30983,B,A,A,B,Player A
1703869436.9706259,B,A,Null,B,Player B
1703587313.2244809,B,A,A,B,Player A
1702912813.6561193,A,A,Null,B,Player B
1703070363.2436278,B,B,Null,B,Player A
1703989915.5433295,A,A,Null,B,Player B
1703005675.660836,B,A,A,B,Player A
1703428912.730873,B,A,Null,B,Player B
1703842750.629581,B,B,Null,B,Player A
1703713325.0643218,B,B,Null,B,Player A
1702697269.5570002,B,A,Null,B,Player A
1703710010.2141967,B,B,Null,B,Player A
1704216887.497138,B,B,Null,B,Player B
1703421332.0072548,B,A,Null,B,Player A
1704348221.9873443,B,B,Null,B,Player A
1703359523.269638,B,B,Null,B,Player A
1702928482.3767695,B,A,Null,B,Player B
1704035391.2447114,B,A,A,B,Player A
1703133197.1268423,B,A,A,B,Player A
1703098656.5861294,B,B,Null,B,Player A
1703310847.0396118,B,B,Null,B,Player B
1704310743.3476055,B,A,Null,A,Player B
1703725652.993778,B,B,Null,B,Player B
1703298738.5136561,B,B,Null,B,Player B
1704286953.8412812,B,A,A,B,Player B
1704079463.7815301,B,B,Null,B,Player B
1702947794.9120767,B,B,Null,B,Player B
1704303120.5098462,A,A,Null,B,Player B
1704021130.159463,B,B,Null,B,Player B
1702813728.4075868,A,A,Null,B,Player A
1702936681.320072,B,B,Null,B,Player B
1704147515.242164,B,A,Null,B,Player A
1703582407.7213078,B,B,Null,B,Player A
1703307757.2285087,B,A,A,B,Player A
1702978737.5272315,A,A,Null,B,Player B
1703429567.6073897,B,A,Null,B,Player A
1702891521.5271163,B,B,Null,B,Player B
1704249664.2533565,B,A,B,B,Player A
1704151230.4127796,B,B,Null,B,Player B
1704145355.9249384,B,A,Null,B,Player A
1703410568.3669238,B,A,B,B,Player A
1703371295.2886486,B,A,Null,B,Player B
1703476198.353075,B,A,Null,B,Player B
1703476918.9812315,B,A,Null,B,Player B
1703456579.6536477,A,A,Null,A,Player A
1703261312.3612206,B,A,Null,B,Player B
1703740596.5091546,B,A,Null,B,Player A
1703301926.514523,B,A,B,B,Player A
1703123859.8769226,B,A,Null,B,Player A
1702842698.7602823,B,B,Null,B,Player A
1703308087.5041122,B,A,Null,A,Player B
1703728311.692627,B,A,A,B,Player A
1703685308.0288858,B,A,B,B,Player B
1702885029.6055703,B,B,Null,B,Player B
1703674380.5568073,B,A,Null,B,Player B
1703599216.047348,B,A,Null,B,Player A
1703678758.8865614,B,B,Null,B,Player B
1703180210.2734108,B,A,Null,B,Player A
1703692047.9813523,B,B,Null,B,Player B
1702886407.3869925,B,B,Null,B,Player B
1703282905.8607538,B,B,Null,B,Player B
1704332559.3119402,B,A,Null,B,Player B
1703883687.957563,B,B,Null,B,Player A
1704062617.070911,A,A,Null,A,Player A
1703321794.7868397,B,A,Null,B,Player B
1704250484.6149726,A,A,Null,B,Player B
1704119125.8698418,B,B,Null,B,Player B
1703581610.0352192,B,B,Null,B,Player B
1704157216.3123405,B,B,Null,B,Player A
1704280994.2962148,B,A,Null,B,Player B
1703295221.5026653,B,A,Null,B,Player A
1703200160.3458364,A,A,Null,B,Player A
1703982802.8596838,B,A,B,B,Player A
1704110227.1138742,B,A,Null,B,Player B
1703033536.1043108,B,A,Null,B,Player B
1703683272.1990767,B,B,Null,B,Player A
1704207550.6845503,B,B,Null,B,Player B
1703487051.351166,B,A,Null,A,Player A
1703177447.845163,B,B,Null,B,Player B
1704154799.667972,B,A,A,B,Player B
1704194364.2854185,B,A,B,B,Player B
1702986827.401706,B,A,Null,B,Player A
1703692415.007377,A,A,Null,A,Player B
1703425543.2866735,B,A,Null,B,Player B
1703121934.4487338,B,B,Null,B,Player B
1702782198.7419455,B,A,Null,A,Player B
1704190033.2640655,A,A,Null,A,Player B
1702854401.3041708,B,A,Null,B,Player A
1703063490.7339432,B,B,Null,B,Player B
1702940199.4608092,B,A,A,B,Player A
1704236386.7236953,B,A,Null,B,Player B
1703503748.670733,B,A,Null,A,Player A
1703386432.8838823,B,B,Null,B,Player A
1702831897.6383526,B,A,Null,B,Player A
1703024067.1316319,B,A,Null,B,Player A
1704040466.0685782,A,A,Null,B,Player B
1703186931.0295815,A,A,Null,B,Player B
1702954919.0918515,A,A,Null,B,Player B
1703290426.1475694,B,A,B,B,Player A
1704094708.0785117,B,A,Null,B,Player A
1703560816.2898266,B,A,Null,A,Player A
1703991867.7952816,B,B,Null,B,Player A
1704149818.0924997,B,A,Null,B,Player B
1703733817.0908785,B,A,A,B,Player B
1703332259.090136,B,A,A,B,Player B
1704188028.2173324,A,A,Null,B,Player A
1703838280.7851946,A,A,Null,B,Player B
1702827713.9057367,B,A,A,B,Player B
1702904012.9979346,B,A,Null,B,Player A
1702827999.2402318,B,A,A,B,Player B
1703332696.389702,B,A,Null,B,Player B
1703499796.999891,B,A,Null,B,Player B
1704026934.4844542,B,A,Null,B,Player A
1702889476.1705453,B,A,Null,B,Player A
1703496598.663417,B,A,Null,B,Player B
1703318770.4752038,B,B,Null,B,Player B
1703998232.2354393,B,A,Null,B,Player A
1702785691.366047,B,A,A,B,Player A
1704083962.0762656,B,A,B,B,Player B
1703422085.8405285,B,B,Null,B,Player B
1704323819.4856808,B,A,Null,B,Player A
1704272906.729249,B,A,B,B,Player B
1704244816.8653996,B,B,Null,B,Player A
1703741142.5232818,B,A,B,B,Player B
1704285662.9431098,B,A,B,B,Player A
1703266326.8986669,B,A,B,B,Player A
1703014740.904857,B,A,Null,B,Player A
1702972086.4653184,A,A,Null,B,Player B
1703927342.636412,B,A,B,B,Player B
1702997239.1867874,B,A,A,B,Player B
1704118961.8941858,B,B,Null,B,Player B
1703657082.3405366,A,A,Null,A,Player A
1702641186.5344222,A,A,Null,A,Player B
1703461773.7458675,A,A,Null,B,Player A
1703657171.811285,B,A,A,B,Player B
1702641872.9823744,B,A,Null,A,Player A
1702804877.6508498,B,A,A,B,Player B
1704229756.190885,B,B,Null,B,Player B
1702886168.059555,B,A,Null,A,Player A
1703365769.09513,B,A,Null,B,Player A
1702880438.3550239,B,A,Null,B,Player B
1703480355.9241104,B,A,Null,B,Player A
1703321033.967741,B,A,A,B,Player A
1703118278.6041803,B,B,Null,B,Player B
1704120303.1763349,B,B,Null,B,Player B
1703176707.1426573,B,A,Null,B,Player A
1703296779.6471994,B,A,A,B,Player B
1704036591.660059,A,A,Null,B,Player B
1703741057.276799,A,A,Null,A,Player A
1703842273.7524467,B,A,A,B,Player A
1703801918.8266575,B,A,Null,B,Player A
1703924332.2599812,B,B,Null,B,Player A
1703627831.0161123,B,A,A,B,Player B
